,red,blue,green,scaled_red,scaled_blue,scaled_green
1169,32,0,0,0.429883,0.0,0.0
1170,0,14,3,0.0,0.167752,0.04209
1171,28,84,67,0.376148,1.006513,0.940002
1172,107,219,191,1.437422,2.624123,2.679706
1173,85,240,198,1.141877,2.875751,2.777915
1174,81,252,198,1.088142,3.019539,2.777915
1175,75,248,188,1.007539,2.971609,2.637617
1176,86,249,193,1.155311,2.983592,2.707766
1177,87,237,192,1.168745,2.839804,2.693736
1178,103,230,198,1.383686,2.755928,2.777915
1179,138,232,210,1.853871,2.779893,2.946274
1180,125,184,171,1.679231,2.204743,2.399109
1181,33,74,68,0.443317,0.88669,0.954032
1182,0,23,16,0.0,0.275593,0.224478
1183,90,176,162,1.209046,2.108884,2.27284
1184,101,228,203,1.356819,2.731964,2.848065
1185,71,228,194,0.953803,2.731964,2.721796
1186,108,223,212,1.450856,2.672052,2.974334
1187,25,109,97,0.335846,1.30607,1.360898
1188,0,24,14,0.0,0.287575,0.196418
1189,31,38,35,0.416449,0.455327,0.491046
1190,16,11,15,0.214942,0.131805,0.210448
1191,0,0,2,0.0,0.0,0.02806
1192,0,1,3,0.0,0.011982,0.04209
1193,6,10,5,0.080603,0.119823,0.070149
1194,14,11,3,0.188074,0.131805,0.04209
1195,11,0,0,0.147772,0.0,0.0
1196,16,0,0,0.214942,0.0,0.0
1197,10,0,0,0.134338,0.0,0.0
1198,87,92,88,1.168745,1.102371,1.234629
1199,38,71,60,0.510486,0.850743,0.841793
1200,47,113,96,0.631391,1.353999,1.346868
1201,75,163,141,1.007539,1.953114,1.978212
1202,60,163,134,0.806031,1.953114,1.880003
1203,71,194,160,0.953803,2.324565,2.24478
1204,96,243,204,1.289649,2.911698,2.862095
1205,77,242,200,1.034406,2.899716,2.805975
1206,73,241,200,0.980671,2.887733,2.805975
1207,74,236,198,0.994105,2.827822,2.777915
1208,79,235,197,1.061274,2.81584,2.763885
1209,81,241,198,1.088142,2.887733,2.777915
1210,76,245,198,1.020972,2.935663,2.777915
1211,78,247,203,1.04784,2.959627,2.848065
1212,88,237,200,1.182179,2.839804,2.805975
1213,92,195,172,1.235914,2.336548,2.413139
1214,0,18,9,0.0,0.215681,0.126269
1215,18,0,0,0.241809,0.0,0.0
1216,106,33,35,1.423988,0.395416,0.491046
1217,185,85,85,2.485262,1.018495,1.192539
1218,217,84,64,2.915145,1.006513,0.897912
1219,216,77,66,2.901711,0.922637,0.925972
1220,217,71,66,2.915145,0.850743,0.925972
1221,220,71,65,2.955446,0.850743,0.911942
1222,220,75,64,2.955446,0.898672,0.897912
1223,214,75,67,2.874843,0.898672,0.940002
1224,213,71,68,2.861409,0.850743,0.954032
1225,214,69,68,2.874843,0.826778,0.954032
1226,207,77,77,2.780806,0.922637,1.0803
1227,145,58,62,1.947908,0.694973,0.869852
1228,69,29,39,0.926935,0.347487,0.547165
1229,11,0,0,0.147772,0.0,0.0
1230,86,52,50,1.155311,0.623079,0.701494
1231,109,71,59,1.464289,0.850743,0.827763
1232,22,12,0,0.295545,0.143788,0.0
1233,2,27,16,0.026868,0.323522,0.224478
1234,20,5,0,0.268677,0.059911,0.0
1235,15,6,0,0.201508,0.071894,0.0
1236,10,5,0,0.134338,0.059911,0.0
1237,10,5,0,0.134338,0.059911,0.0
1238,8,4,0,0.107471,0.047929,0.0
1239,10,7,6,0.134338,0.083876,0.084179
1240,10,6,11,0.134338,0.071894,0.154329
1241,12,0,5,0.161206,0.0,0.070149
1242,14,0,1,0.188074,0.0,0.01403
1243,9,0,5,0.120905,0.0,0.070149
1244,5,0,9,0.067169,0.0,0.126269
1245,13,0,0,0.17464,0.0,0.0
1246,103,32,38,1.383686,0.383433,0.533135
1247,196,75,76,2.633034,0.898672,1.066271
1248,216,63,67,2.901711,0.754885,0.940002
1249,220,56,66,2.955446,0.671009,0.925972
1250,214,72,69,2.874843,0.862725,0.968061
1251,219,68,66,2.942013,0.814796,0.925972
1252,220,69,65,2.955446,0.826778,0.911942
1253,212,74,67,2.847976,0.88669,0.940002
1254,213,77,67,2.861409,0.922637,0.940002
1255,224,70,65,3.009182,0.838761,0.911942
1256,227,67,67,3.049483,0.802814,0.940002
1257,204,79,78,2.740505,0.946601,1.09433
1258,141,73,69,1.894172,0.874708,0.968061
1259,33,0,0,0.443317,0.0,0.0
1260,0,12,0,0.0,0.143788,0.0
1261,30,84,65,0.403015,1.006513,0.911942
1262,113,217,188,1.518025,2.600158,2.637617
1263,90,234,193,1.209046,2.803857,2.707766
1264,85,249,199,1.141877,2.983592,2.791945
1265,77,245,191,1.034406,2.935663,2.679706
1266,85,247,197,1.141877,2.959627,2.763885
1267,94,245,201,1.262782,2.935663,2.820005
1268,100,228,194,1.343385,2.731964,2.721796
1269,119,212,186,1.598628,2.540247,2.609557
1270,18,79,64,0.241809,0.946601,0.897912
1271,0,16,10,0.0,0.191717,0.140299
1272,61,118,114,0.819465,1.413911,1.599406
1273,117,212,201,1.57176,2.540247,2.820005
1274,82,222,196,1.101575,2.66007,2.749856
1275,80,250,212,1.074708,2.995574,2.974334
1276,89,221,195,1.195612,2.648087,2.735826
1277,19,122,99,0.255243,1.46184,1.388958
1278,65,129,114,0.8732,1.545716,1.599406
1279,69,103,96,0.926935,1.234177,1.346868
1280,0,4,6,0.0,0.047929,0.084179
1281,10,23,26,0.134338,0.275593,0.364777
1282,68,79,76,0.913502,0.946601,1.066271
1283,22,28,19,0.295545,0.335504,0.266568
1284,7,7,0,0.094037,0.083876,0.0
1285,13,7,0,0.17464,0.083876,0.0
1286,25,17,16,0.335846,0.203699,0.224478
1287,0,0,0,0.0,0.0,0.0
1288,124,138,133,1.665797,1.653557,1.865973
1289,145,186,171,1.947908,2.228707,2.399109
1290,0,70,46,0.0,0.838761,0.645374
1291,100,192,161,1.343385,2.300601,2.25881
1292,36,129,92,0.483619,1.545716,1.290749
1293,94,208,167,1.262782,2.492318,2.342989
1294,99,243,195,1.329951,2.911698,2.735826
1295,84,249,200,1.128443,2.983592,2.805975
1296,78,249,203,1.04784,2.983592,2.848065
1297,80,244,201,1.074708,2.92368,2.820005
1298,75,235,192,1.007539,2.81584,2.693736
1299,80,242,199,1.074708,2.899716,2.791945
1300,74,247,199,0.994105,2.959627,2.791945
1301,78,249,203,1.04784,2.983592,2.848065
1302,88,238,200,1.182179,2.851787,2.805975
1303,92,197,172,1.235914,2.360512,2.413139
1304,0,19,8,0.0,0.227664,0.112239
1305,19,0,0,0.255243,0.0,0.0
1306,108,33,34,1.450856,0.395416,0.477016
1307,187,85,84,2.512129,1.018495,1.17851
1308,220,84,63,2.955446,1.006513,0.883882
1309,217,77,65,2.915145,0.922637,0.911942
1310,219,69,66,2.942013,0.826778,0.925972
1311,221,69,65,2.96888,0.826778,0.911942
1312,217,73,66,2.915145,0.874708,0.925972
1313,209,73,70,2.807674,0.874708,0.982091
1314,207,69,72,2.780806,0.826778,1.010151
1315,213,66,70,2.861409,0.790832,0.982091
1316,202,67,68,2.713637,0.802814,0.954032
1317,147,57,59,1.974776,0.682991,0.827763
1318,91,51,58,1.22248,0.611097,0.813733
1319,17,0,2,0.228375,0.0,0.02806
1320,69,36,28,0.926935,0.431363,0.392837
1321,117,76,55,1.57176,0.910655,0.771643
1322,37,20,0,0.497052,0.239646,0.0
1323,8,19,0,0.107471,0.227664,0.0
1324,42,13,0,0.564222,0.15577,0.0
1325,53,30,12,0.711994,0.359469,0.168359
1326,61,46,26,0.819465,0.551186,0.364777
1327,53,44,24,0.711994,0.527221,0.336717
1328,34,27,11,0.456751,0.323522,0.154329
1329,14,11,3,0.188074,0.131805,0.04209
1330,6,5,4,0.080603,0.059911,0.05612
1331,6,5,8,0.080603,0.059911,0.112239
1332,3,5,9,0.040302,0.059911,0.126269
1333,0,7,11,0.0,0.083876,0.154329
1334,4,6,10,0.053735,0.071894,0.140299
1335,15,0,0,0.201508,0.0,0.0
1336,105,49,44,1.410554,0.587133,0.617315
1337,195,92,86,2.6196,1.102371,1.206569
1338,216,78,71,2.901711,0.934619,0.996121
1339,229,73,68,3.076351,0.874708,0.954032
1340,214,70,70,2.874843,0.838761,0.982091
1341,219,66,67,2.942013,0.790832,0.940002
1342,219,68,66,2.942013,0.814796,0.925972
1343,212,72,67,2.847976,0.862725,0.940002
1344,212,75,69,2.847976,0.898672,0.968061
1345,222,69,66,2.982314,0.826778,0.925972
1346,226,65,68,3.03605,0.778849,0.954032
1347,203,77,79,2.727071,0.922637,1.10836
1348,140,72,70,1.880739,0.862725,0.982091
1349,30,0,0,0.403015,0.0,0.0
1350,0,11,2,0.0,0.131805,0.02806
1351,38,88,74,0.510486,1.054442,1.038211
1352,122,218,194,1.638929,2.612141,2.721796
1353,94,230,194,1.262782,2.755928,2.721796
1354,93,250,206,1.249348,2.995574,2.890154
1355,86,249,202,1.155311,2.983592,2.834035
1356,78,238,195,1.04784,2.851787,2.735826
1357,70,220,182,0.940369,2.636105,2.553437
1358,116,240,209,1.558326,2.875751,2.932244
1359,76,164,142,1.020972,1.965097,1.992242
1360,0,25,11,0.0,0.299557,0.154329
1361,0,41,38,0.0,0.491274,0.533135
1362,118,175,174,1.585194,2.096902,2.441198
1363,102,198,189,1.370252,2.372495,2.651646
1364,69,207,183,0.926935,2.480335,2.567467
1365,85,251,215,1.141877,3.007556,3.016423
1366,83,213,167,1.115009,2.552229,2.342989
1367,79,189,151,1.061274,2.264654,2.118511
1368,117,195,171,1.57176,2.336548,2.399109
1369,0,44,35,0.0,0.527221,0.491046
1370,44,79,78,0.591089,0.946601,1.09433
1371,121,145,145,1.625496,1.737433,2.034332
1372,63,79,72,0.846332,0.946601,1.010151
1373,3,11,0,0.040302,0.131805,0.0
1374,12,15,1,0.161206,0.179734,0.01403
1375,1,4,0,0.013434,0.047929,0.0
1376,0,0,2,0.0,0.0,0.02806
1377,0,2,4,0.0,0.023965,0.05612
1378,25,47,43,0.335846,0.563168,0.603285
1379,118,163,143,1.585194,1.953114,2.006272
1380,15,85,54,0.201508,1.018495,0.757613
1381,92,181,141,1.235914,2.168796,1.978212
1382,41,126,82,0.550788,1.509769,1.15045
1383,84,190,142,1.128443,2.276636,1.992242
1384,99,238,184,1.329951,2.851787,2.581497
1385,89,250,196,1.195612,2.995574,2.749856
1386,83,251,201,1.115009,3.007556,2.820005
1387,88,252,206,1.182179,3.019539,2.890154
1388,88,249,205,1.182179,2.983592,2.876124
1389,83,247,201,1.115009,2.959627,2.820005
1390,74,249,198,0.994105,2.983592,2.777915
1391,77,251,203,1.034406,3.007556,2.848065
1392,88,238,200,1.182179,2.851787,2.805975
1393,92,197,172,1.235914,2.360512,2.413139
1394,0,19,8,0.0,0.227664,0.112239
1395,21,0,0,0.282111,0.0,0.0
1396,109,33,33,1.464289,0.395416,0.462986
1397,188,83,84,2.525563,0.994531,1.17851
1398,220,82,63,2.955446,0.982548,0.883882
1399,219,77,65,2.942013,0.922637,0.911942
1400,220,69,65,2.955446,0.826778,0.911942
1401,220,68,66,2.955446,0.814796,0.925972
1402,214,71,68,2.874843,0.850743,0.954032
1403,205,71,73,2.753939,0.850743,1.024181
1404,203,68,74,2.727071,0.814796,1.038211
1405,210,64,71,2.821108,0.766867,0.996121
1406,186,49,52,2.498696,0.587133,0.729554
1407,149,55,58,2.001643,0.659026,0.813733
1408,91,48,54,1.22248,0.57515,0.757613
1409,17,0,0,0.228375,0.0,0.0
1410,39,3,0,0.52392,0.035947,0.0
1411,120,74,47,1.612062,0.88669,0.659404
1412,104,77,43,1.39712,0.922637,0.603285
1413,91,91,55,1.22248,1.090389,0.771643
1414,122,94,73,1.638929,1.126336,1.024181
1415,114,90,69,1.531459,1.078407,0.968061
1416,103,87,63,1.383686,1.04246,0.883882
1417,83,74,51,1.115009,0.88669,0.715524
1418,51,49,30,0.685126,0.587133,0.420896
1419,20,23,9,0.268677,0.275593,0.126269
1420,1,7,2,0.013434,0.083876,0.02806
1421,0,6,5,0.0,0.071894,0.070149
1422,0,14,14,0.0,0.167752,0.196418
1423,0,9,7,0.0,0.107841,0.098209
1424,2,15,9,0.026868,0.179734,0.126269
1425,13,5,0,0.17464,0.059911,0.0
1426,93,47,30,1.249348,0.563168,0.420896
1427,178,89,71,2.391225,1.066424,0.996121
1428,208,79,61,2.79424,0.946601,0.855822
1429,220,69,52,2.955446,0.826778,0.729554
1430,213,69,71,2.861409,0.826778,0.996121
1431,217,66,67,2.915145,0.790832,0.940002
1432,219,68,66,2.942013,0.814796,0.925972
1433,211,72,68,2.834542,0.862725,0.954032
1434,210,73,70,2.821108,0.874708,0.982091
1435,221,67,67,2.96888,0.802814,0.940002
1436,223,65,70,2.995748,0.778849,0.982091
1437,200,77,81,2.686769,0.922637,1.13642
1438,137,70,72,1.840437,0.838761,1.010151
1439,27,0,0,0.362714,0.0,0.0
1440,0,4,7,0.0,0.047929,0.098209
1441,14,75,74,0.188074,0.898672,1.038211
1442,101,213,197,1.356819,2.552229,2.763885
1443,89,236,197,1.195612,2.827822,2.763885
1444,86,252,197,1.155311,3.019539,2.763885
1445,81,255,205,1.088142,3.055486,2.876124
1446,68,234,201,0.913502,2.803857,2.820005
1447,89,219,200,1.195612,2.624123,2.805975
1448,121,193,179,1.625496,2.312583,2.511348
1449,37,62,51,0.497052,0.742902,0.715524
1450,0,9,2,0.0,0.107841,0.02806
1451,81,100,94,1.088142,1.19823,1.318808
1452,141,180,169,1.894172,2.156813,2.371049
1453,14,81,67,0.188074,0.970566,0.940002
1454,73,176,162,0.980671,2.108884,2.27284
1455,89,220,212,1.195612,2.636105,2.974334
1456,83,196,190,1.115009,2.34853,2.665676
1457,113,209,200,1.518025,2.5043,2.805975
1458,59,139,129,0.792597,1.665539,1.809854
1459,0,69,63,0.0,0.826778,0.883882
1460,120,178,175,1.612062,2.132849,2.455228
1461,72,102,97,0.967237,1.222194,1.360898
1462,13,17,7,0.17464,0.203699,0.098209
1463,18,18,11,0.241809,0.215681,0.154329
1464,0,11,14,0.0,0.131805,0.196418
1465,0,2,9,0.0,0.023965,0.126269
1466,51,63,63,0.685126,0.754885,0.883882
1467,119,117,107,1.598628,1.401929,1.501197
1468,10,9,0,0.134338,0.107841,0.0
1469,71,83,71,0.953803,0.994531,0.996121
1470,12,37,29,0.161206,0.443345,0.406866
1471,92,123,115,1.235914,1.473822,1.613436
1472,73,145,107,0.980671,1.737433,1.501197
1473,55,147,107,0.738862,1.761398,1.501197
1474,104,230,185,1.39712,2.755928,2.595527
1475,93,254,203,1.249348,3.043503,2.848065
1476,76,255,202,1.020972,3.055486,2.834035
1477,71,253,198,0.953803,3.031521,2.777915
1478,77,248,202,1.034406,2.971609,2.834035
1479,80,243,208,1.074708,2.911698,2.918214
1480,72,234,202,0.967237,2.803857,2.834035
1481,85,237,202,1.141877,2.839804,2.834035
1482,104,226,195,1.39712,2.707999,2.735826
1483,106,183,168,1.423988,2.19276,2.357019
1484,0,2,10,0.0,0.023965,0.140299
1485,12,0,0,0.161206,0.0,0.0
1486,108,29,35,1.450856,0.347487,0.491046
1487,196,88,79,2.633034,1.054442,1.10836
1488,216,70,70,2.901711,0.838761,0.982091
1489,218,73,69,2.928579,0.874708,0.968061
1490,221,73,64,2.96888,0.874708,0.897912
1491,227,75,61,3.049483,0.898672,0.855822
1492,227,73,61,3.049483,0.874708,0.855822
1493,221,71,64,2.96888,0.850743,0.897912
1494,216,73,70,2.901711,0.874708,0.982091
1495,211,75,72,2.834542,0.898672,1.010151
1496,180,64,59,2.418093,0.766867,0.827763
1497,138,62,59,1.853871,0.742902,0.827763
1498,75,44,47,1.007539,0.527221,0.659404
1499,1,0,0,0.013434,0.0,0.0
1500,10,0,0,0.134338,0.0,0.0
1501,112,76,64,1.504591,0.910655,0.897912
1502,182,123,108,2.44496,1.473822,1.515227
1503,157,88,73,2.109114,1.054442,1.024181
1504,78,79,59,1.04784,0.946601,0.827763
1505,39,41,27,0.52392,0.491274,0.378807
1506,21,29,18,0.282111,0.347487,0.252538
1507,18,35,20,0.241809,0.41938,0.280598
1508,19,42,21,0.255243,0.503256,0.294627
1509,14,41,22,0.188074,0.491274,0.308657
1510,3,28,22,0.040302,0.335504,0.308657
1511,7,28,32,0.094037,0.335504,0.448956
1512,0,5,10,0.0,0.059911,0.140299
1513,0,11,6,0.0,0.131805,0.084179
1514,5,16,3,0.067169,0.191717,0.04209
1515,11,4,0,0.147772,0.047929,0.0
1516,57,16,15,0.765729,0.191717,0.210448
1517,166,79,80,2.230019,0.946601,1.12239
1518,213,81,74,2.861409,0.970566,1.038211
1519,241,82,64,3.237557,0.982548,0.897912
1520,215,71,71,2.888277,0.850743,0.996121
1521,221,68,69,2.96888,0.814796,0.968061
1522,220,68,66,2.955446,0.814796,0.925972
1523,213,75,68,2.861409,0.898672,0.954032
1524,213,75,68,2.861409,0.898672,0.954032
1525,223,68,64,2.995748,0.814796,0.897912
1526,226,66,66,3.03605,0.790832,0.925972
1527,204,75,76,2.740505,0.898672,1.066271
1528,143,72,68,1.92104,0.862725,0.954032
1529,33,0,0,0.443317,0.0,0.0
1530,0,7,10,0.0,0.083876,0.140299
1531,18,78,76,0.241809,0.934619,1.066271
1532,107,218,200,1.437422,2.612141,2.805975
1533,91,238,199,1.22248,2.851787,2.791945
1534,85,251,196,1.141877,3.007556,2.749856
1535,76,249,201,1.020972,2.983592,2.820005
1536,67,230,195,0.900068,2.755928,2.735826
1537,98,225,203,1.316517,2.696017,2.848065
1538,89,160,145,1.195612,1.917167,2.034332
1539,0,18,8,0.0,0.215681,0.112239
1540,0,11,5,0.0,0.131805,0.070149
1541,95,114,108,1.276216,1.365982,1.515227
1542,95,131,122,1.276216,1.569681,1.711645
1543,0,31,15,0.0,0.371451,0.210448
1544,100,196,182,1.343385,2.34853,2.553437
1545,99,221,210,1.329951,2.648087,2.946274
1546,97,196,173,1.303083,2.34853,2.427168
1547,58,153,135,0.779163,1.833291,1.894033
1548,55,139,127,0.738862,1.665539,1.781794
1549,86,153,145,1.155311,1.833291,2.034332
1550,101,142,136,1.356819,1.701486,1.908063
1551,0,11,2,0.0,0.131805,0.02806
1552,12,16,9,0.161206,0.191717,0.126269
1553,1,4,0,0.013434,0.047929,0.0
1554,0,8,5,0.0,0.095858,0.070149
1555,0,5,5,0.0,0.059911,0.070149
1556,23,41,38,0.308978,0.491274,0.533135
1557,113,123,116,1.518025,1.473822,1.627466
1558,77,80,66,1.034406,0.958584,0.925972
1559,11,13,0,0.147772,0.15577,0.0
1560,0,9,0,0.0,0.107841,0.0
1561,31,45,40,0.416449,0.539203,0.561195
1562,84,143,110,1.128443,1.713468,1.543286
1563,41,119,84,0.550788,1.425893,1.17851
1564,95,207,167,1.276216,2.480335,2.342989
1565,99,249,201,1.329951,2.983592,2.820005
1566,73,247,194,0.980671,2.959627,2.721796
1567,72,248,196,0.967237,2.971609,2.749856
1568,79,246,202,1.061274,2.947645,2.834035
1569,89,249,213,1.195612,2.983592,2.988363
1570,74,234,201,0.994105,2.803857,2.820005
1571,85,238,201,1.141877,2.851787,2.820005
1572,102,229,195,1.370252,2.743946,2.735826
1573,103,186,168,1.383686,2.228707,2.357019
1574,0,5,11,0.0,0.059911,0.154329
1575,11,0,0,0.147772,0.0,0.0
1576,105,33,35,1.410554,0.395416,0.491046
1577,194,92,79,2.606166,1.102371,1.10836
1578,214,70,72,2.874843,0.838761,1.010151
1579,216,73,70,2.901711,0.874708,0.982091
1580,221,73,64,2.96888,0.874708,0.897912
1581,227,75,61,3.049483,0.898672,0.855822
1582,226,73,62,3.03605,0.874708,0.869852
1583,217,71,66,2.915145,0.850743,0.925972
1584,209,73,73,2.807674,0.874708,1.024181
1585,205,75,75,2.753939,0.898672,1.052241
1586,176,64,61,2.364357,0.766867,0.855822
1587,136,60,57,1.827003,0.718938,0.799703
1588,66,33,35,0.886634,0.395416,0.491046
1589,10,3,6,0.134338,0.035947,0.084179
1590,12,2,0,0.161206,0.023965,0.0
1591,99,68,59,1.329951,0.814796,0.827763
1592,152,102,92,2.041945,1.222194,1.290749
1593,73,15,6,0.980671,0.179734,0.084179
1594,14,15,0,0.188074,0.179734,0.0
1595,22,25,11,0.295545,0.299557,0.154329
1596,23,31,17,0.308978,0.371451,0.238508
1597,17,30,13,0.228375,0.359469,0.182388
1598,22,41,18,0.295545,0.491274,0.252538
1599,23,44,24,0.308978,0.527221,0.336717
1600,12,33,25,0.161206,0.395416,0.350747
1601,11,29,31,0.147772,0.347487,0.434926
1602,0,9,11,0.0,0.107841,0.154329
1603,0,11,6,0.0,0.131805,0.084179
1604,5,15,1,0.067169,0.179734,0.01403
1605,14,4,0,0.188074,0.047929,0.0
1606,54,11,8,0.725428,0.131805,0.112239
1607,163,74,75,2.189717,0.88669,1.052241
1608,204,74,67,2.740505,0.88669,0.940002
1609,224,69,53,3.009182,0.826778,0.743583
1610,215,71,71,2.888277,0.850743,0.996121
1611,221,68,69,2.96888,0.814796,0.968061
1612,220,68,66,2.955446,0.814796,0.925972
1613,213,75,68,2.861409,0.898672,0.954032
1614,213,75,68,2.861409,0.898672,0.954032
1615,223,68,64,2.995748,0.814796,0.897912
1616,226,66,66,3.03605,0.790832,0.925972
1617,204,75,76,2.740505,0.898672,1.066271
1618,143,72,68,1.92104,0.862725,0.954032
1619,33,0,0,0.443317,0.0,0.0
1620,0,7,12,0.0,0.083876,0.168359
1621,20,77,73,0.268677,0.922637,1.024181
1622,111,220,197,1.491157,2.636105,2.763885
1623,93,241,199,1.249348,2.887733,2.791945
1624,86,250,197,1.155311,2.995574,2.763885
1625,77,245,198,1.034406,2.935663,2.777915
1626,77,232,197,1.034406,2.779893,2.763885
1627,107,228,203,1.437422,2.731964,2.848065
1628,46,117,99,0.617957,1.401929,1.388958
1629,0,22,10,0.0,0.263611,0.140299
1630,24,35,32,0.322412,0.41938,0.448956
1631,77,94,91,1.034406,1.126336,1.276719
1632,32,65,54,0.429883,0.778849,0.757613
1633,0,43,25,0.0,0.515239,0.350747
1634,85,167,151,1.141877,2.001043,2.118511
1635,121,222,211,1.625496,2.66007,2.960304
1636,74,156,116,0.994105,1.869238,1.627466
1637,74,160,131,0.994105,1.917167,1.837914
1638,107,187,168,1.437422,2.240689,2.357019
1639,75,131,117,1.007539,1.569681,1.641495
1640,39,65,51,0.52392,0.778849,0.715524
1641,6,15,4,0.080603,0.179734,0.05612
1642,38,46,41,0.510486,0.551186,0.575225
1643,38,49,48,0.510486,0.587133,0.673434
1644,22,37,36,0.295545,0.443345,0.505076
1645,6,26,24,0.080603,0.31154,0.336717
1646,0,13,10,0.0,0.15577,0.140299
1647,46,66,61,0.617957,0.790832,0.855822
1648,88,94,85,1.182179,1.126336,1.192539
1649,12,7,0,0.161206,0.083876,0.0
1650,23,21,13,0.308978,0.251628,0.182388
1651,1,6,5,0.013434,0.071894,0.070149
1652,55,93,70,0.738862,1.114354,0.982091
1653,78,132,105,1.04784,1.581663,1.473137
1654,80,168,134,1.074708,2.013026,1.880003
1655,104,235,193,1.39712,2.81584,2.707766
1656,89,249,201,1.195612,2.983592,2.820005
1657,77,245,195,1.034406,2.935663,2.735826
1658,85,246,204,1.141877,2.947645,2.862095
1659,83,240,203,1.115009,2.875751,2.848065
1660,76,236,200,1.020972,2.827822,2.805975
1661,85,242,201,1.141877,2.899716,2.820005
1662,101,233,195,1.356819,2.791875,2.735826
1663,101,192,169,1.356819,2.300601,2.371049
1664,0,12,11,0.0,0.143788,0.154329
1665,8,0,0,0.107471,0.0,0.0
1666,102,40,36,1.370252,0.479292,0.505076
1667,191,99,80,2.565865,1.186247,1.12239
1668,214,70,72,2.874843,0.838761,1.010151
1669,216,73,70,2.901711,0.874708,0.982091
1670,221,73,64,2.96888,0.874708,0.897912
1671,227,75,61,3.049483,0.898672,0.855822
1672,224,73,62,3.009182,0.874708,0.869852
1673,214,71,68,2.874843,0.850743,0.954032
1674,208,73,74,2.79424,0.874708,1.038211
1675,202,75,77,2.713637,0.898672,1.0803
1676,170,59,57,2.283754,0.706955,0.799703
1677,124,50,48,1.665797,0.599115,0.673434
1678,53,20,22,0.711994,0.239646,0.308657
1679,3,0,0,0.040302,0.0,0.0
1680,8,0,0,0.107471,0.0,0.0
1681,99,70,62,1.329951,0.838761,0.869852
1682,136,89,80,1.827003,1.066424,1.12239
1683,59,5,0,0.792597,0.059911,0.0
1684,24,29,13,0.322412,0.347487,0.182388
1685,26,32,20,0.34928,0.383433,0.280598
1686,27,35,21,0.362714,0.41938,0.294627
1687,25,38,17,0.335846,0.455327,0.238508
1688,21,36,11,0.282111,0.431363,0.154329
1689,16,34,13,0.214942,0.407398,0.182388
1690,15,32,22,0.201508,0.383433,0.308657
1691,10,25,24,0.134338,0.299557,0.336717
1692,3,18,19,0.040302,0.215681,0.266568
1693,0,13,7,0.0,0.15577,0.098209
1694,3,9,0,0.040302,0.107841,0.0
1695,15,5,0,0.201508,0.059911,0.0
1696,45,2,0,0.604523,0.023965,0.0
1697,163,78,74,2.189717,0.934619,1.038211
1698,207,80,73,2.780806,0.958584,1.024181
1699,223,70,59,2.995748,0.838761,0.827763
1700,215,71,71,2.888277,0.850743,0.996121
1701,221,68,69,2.96888,0.814796,0.968061
1702,220,68,66,2.955446,0.814796,0.925972
1703,213,75,68,2.861409,0.898672,0.954032
1704,213,75,68,2.861409,0.898672,0.954032
1705,223,68,64,2.995748,0.814796,0.897912
1706,226,66,66,3.03605,0.790832,0.925972
1707,204,75,76,2.740505,0.898672,1.066271
1708,143,72,68,1.92104,0.862725,0.954032
1709,33,0,0,0.443317,0.0,0.0
1710,0,4,8,0.0,0.047929,0.112239
1711,18,73,65,0.241809,0.874708,0.911942
1712,106,216,187,1.423988,2.588176,2.623587
1713,95,243,198,1.276216,2.911698,2.777915
1714,86,250,200,1.155311,2.995574,2.805975
1715,82,246,200,1.101575,2.947645,2.805975
1716,93,243,205,1.249348,2.911698,2.876124
1717,100,217,187,1.343385,2.600158,2.623587
1718,0,66,43,0.0,0.790832,0.603285
1719,64,97,86,0.859766,1.162283,1.206569
1720,47,59,59,0.631391,0.706955,0.827763
1721,11,23,23,0.147772,0.275593,0.322687
1722,8,33,25,0.107471,0.395416,0.350747
1723,0,27,10,0.0,0.323522,0.140299
1724,70,132,116,0.940369,1.581663,1.627466
1725,111,187,175,1.491157,2.240689,2.455228
1726,0,54,14,0.0,0.647044,0.196418
1727,124,194,160,1.665797,2.324565,2.24478
1728,77,140,114,1.034406,1.677521,1.599406
1729,42,86,62,0.564222,1.030477,0.869852
1730,14,35,15,0.188074,0.41938,0.210448
1731,22,35,21,0.295545,0.41938,0.294627
1732,72,95,91,0.967237,1.138318,1.276719
1733,72,107,113,0.967237,1.282106,1.585376
1734,48,87,95,0.644825,1.04246,1.332838
1735,49,87,91,0.658259,1.04246,1.276719
1736,82,113,114,1.101575,1.353999,1.599406
1737,58,78,76,0.779163,0.934619,1.066271
1738,0,5,1,0.0,0.059911,0.01403
1739,23,25,23,0.308978,0.299557,0.322687
1740,14,17,18,0.188074,0.203699,0.252538
1741,0,1,8,0.0,0.011982,0.112239
1742,41,57,45,0.550788,0.682991,0.631344
1743,63,95,79,0.846332,1.138318,1.10836
1744,62,128,102,0.832899,1.533734,1.431047
1745,83,194,157,1.115009,2.324565,2.20269
1746,99,245,202,1.329951,2.935663,2.834035
1747,77,237,192,1.034406,2.839804,2.693736
1748,83,240,199,1.115009,2.875751,2.791945
1749,81,236,197,1.088142,2.827822,2.763885
1750,80,238,198,1.074708,2.851787,2.777915
1751,87,245,199,1.168745,2.935663,2.791945
1752,99,238,194,1.329951,2.851787,2.721796
1753,98,195,170,1.316517,2.336548,2.385079
1754,0,18,11,0.0,0.215681,0.154329
1755,7,0,0,0.094037,0.0,0.0
1756,101,45,35,1.356819,0.539203,0.491046
