,red,blue,green,scaled_red,scaled_blue,scaled_green
2555,89,230,200,1.195612,2.755928,2.805975
2556,81,242,198,1.088142,2.899716,2.777915
2557,92,255,210,1.235914,3.055486,2.946274
2558,83,246,205,1.115009,2.947645,2.876124
2559,85,242,205,1.141877,2.899716,2.876124
2560,81,238,197,1.088142,2.851787,2.763885
2561,88,244,199,1.182179,2.92368,2.791945
2562,95,235,197,1.276216,2.81584,2.763885
2563,95,192,172,1.276216,2.300601,2.413139
2564,0,12,9,0.0,0.143788,0.126269
2565,16,0,0,0.214942,0.0,0.0
2566,101,40,36,1.356819,0.479292,0.505076
2567,172,99,89,2.310622,1.186247,1.248659
2568,223,68,64,2.995748,0.814796,0.897912
2569,220,71,65,2.955446,0.850743,0.911942
2570,220,73,65,2.955446,0.874708,0.911942
2571,223,75,63,2.995748,0.898672,0.883882
2572,224,73,62,3.009182,0.874708,0.869852
2573,223,71,63,2.995748,0.850743,0.883882
2574,219,71,66,2.942013,0.850743,0.925972
2575,214,73,67,2.874843,0.874708,0.940002
2576,206,86,79,2.767373,1.030477,1.10836
2577,143,60,54,1.92104,0.718938,0.757613
2578,61,19,16,0.819465,0.227664,0.224478
2579,17,0,0,0.228375,0.0,0.0
2580,15,2,0,0.201508,0.023965,0.0
2581,19,1,0,0.255243,0.011982,0.0
2582,10,0,0,0.134338,0.0,0.0
2583,1,0,2,0.013434,0.0,0.02806
2584,20,0,0,0.268677,0.0,0.0
2585,99,52,55,1.329951,0.623079,0.771643
2586,149,99,94,2.001643,1.186247,1.318808
2587,57,21,14,0.765729,0.251628,0.196418
2588,7,0,0,0.094037,0.0,0.0
2589,0,0,10,0.0,0.0,0.140299
2590,0,1,17,0.0,0.011982,0.238508
2591,0,0,3,0.0,0.0,0.04209
2592,13,0,2,0.17464,0.0,0.02806
2593,12,0,0,0.161206,0.0,0.0
2594,34,20,20,0.456751,0.239646,0.280598
2595,15,0,0,0.201508,0.0,0.0
2596,67,13,13,0.900068,0.15577,0.182388
2597,174,76,74,2.337489,0.910655,1.038211
2598,217,77,72,2.915145,0.922637,1.010151
2599,222,57,51,2.982314,0.682991,0.715524
2600,211,67,67,2.834542,0.802814,0.940002
2601,218,65,66,2.928579,0.778849,0.925972
2602,220,68,66,2.955446,0.814796,0.925972
2603,212,74,67,2.847976,0.88669,0.940002
2604,210,72,65,2.821108,0.862725,0.911942
2605,221,66,62,2.96888,0.790832,0.869852
2606,225,65,65,3.022616,0.778849,0.911942
2607,206,77,78,2.767373,0.922637,1.09433
2608,143,72,68,1.92104,0.862725,0.954032
2609,33,0,0,0.443317,0.0,0.0
2610,0,1,4,0.0,0.011982,0.05612
2611,32,80,68,0.429883,0.958584,0.954032
2612,110,217,187,1.477723,2.600158,2.623587
2613,87,240,200,1.168745,2.875751,2.805975
2614,74,242,203,0.994105,2.899716,2.848065
2615,74,237,202,0.994105,2.839804,2.834035
2616,80,234,200,1.074708,2.803857,2.805975
2617,82,238,200,1.101575,2.851787,2.805975
2618,76,235,195,1.020972,2.81584,2.735826
2619,85,234,197,1.141877,2.803857,2.763885
2620,107,225,198,1.437422,2.696017,2.777915
2621,46,129,113,0.617957,1.545716,1.585376
2622,0,35,30,0.0,0.41938,0.420896
2623,84,115,112,1.128443,1.377964,1.571346
2624,31,51,46,0.416449,0.611097,0.645374
2625,22,38,31,0.295545,0.455327,0.434926
2626,108,189,171,1.450856,2.264654,2.399109
2627,109,189,170,1.464289,2.264654,2.385079
2628,88,165,147,1.182179,1.977079,2.062392
2629,67,136,120,0.900068,1.629592,1.683585
2630,68,129,114,0.913502,1.545716,1.599406
2631,64,111,102,0.859766,1.330035,1.431047
2632,86,128,126,1.155311,1.533734,1.767764
2633,78,123,131,1.04784,1.473822,1.837914
2634,85,131,148,1.141877,1.569681,2.076422
2635,61,96,114,0.819465,1.1503,1.599406
2636,21,36,47,0.282111,0.431363,0.659404
2637,11,8,7,0.147772,0.095858,0.098209
2638,24,16,9,0.322412,0.191717,0.126269
2639,8,9,1,0.107471,0.107841,0.01403
2640,32,44,35,0.429883,0.527221,0.491046
2641,111,129,120,1.491157,1.545716,1.683585
2642,25,69,52,0.335846,0.826778,0.729554
2643,81,156,140,1.088142,1.869238,1.964183
2644,112,230,211,1.504591,2.755928,2.960304
2645,81,231,198,1.088142,2.76791,2.777915
2646,74,236,189,0.994105,2.827822,2.651646
2647,74,238,188,0.994105,2.851787,2.637617
2648,92,251,207,1.235914,3.007556,2.904184
2649,87,243,205,1.168745,2.911698,2.876124
2650,83,236,196,1.115009,2.827822,2.749856
2651,91,242,198,1.22248,2.899716,2.777915
2652,98,235,196,1.316517,2.81584,2.749856
2653,98,192,170,1.316517,2.300601,2.385079
2654,0,12,8,0.0,0.143788,0.112239
2655,19,0,0,0.255243,0.0,0.0
2656,101,42,36,1.356819,0.503256,0.505076
2657,172,101,88,2.310622,1.210212,1.234629
2658,217,68,67,2.915145,0.814796,0.940002
2659,214,71,68,2.874843,0.850743,0.954032
2660,214,73,67,2.874843,0.874708,0.940002
2661,219,75,65,2.942013,0.898672,0.911942
2662,223,73,63,2.995748,0.874708,0.883882
2663,223,71,63,2.995748,0.850743,0.883882
2664,223,71,63,2.995748,0.850743,0.883882
2665,219,73,65,2.942013,0.874708,0.911942
2666,212,87,78,2.847976,1.04246,1.09433
2667,154,69,61,2.068812,0.826778,0.855822
2668,91,49,46,1.22248,0.587133,0.645374
2669,15,0,0,0.201508,0.0,0.0
2670,25,12,9,0.335846,0.143788,0.126269
2671,18,0,0,0.241809,0.0,0.0
2672,29,5,8,0.389582,0.059911,0.112239
2673,19,0,6,0.255243,0.0,0.084179
2674,37,0,0,0.497052,0.0,0.0
2675,152,88,88,2.041945,1.054442,1.234629
2676,164,96,89,2.203151,1.1503,1.248659
2677,59,10,4,0.792597,0.119823,0.05612
2678,8,0,0,0.107471,0.0,0.0
2679,0,4,15,0.0,0.047929,0.210448
2680,0,0,13,0.0,0.0,0.182388
2681,10,0,0,0.134338,0.0,0.0
2682,31,0,3,0.416449,0.0,0.04209
2683,40,20,22,0.537354,0.239646,0.308657
2684,33,22,23,0.443317,0.263611,0.322687
2685,18,0,0,0.241809,0.0,0.0
2686,111,44,43,1.491157,0.527221,0.603285
2687,195,82,79,2.6196,0.982548,1.10836
2688,214,71,68,2.874843,0.850743,0.954032
2689,224,66,64,3.009182,0.790832,0.897912
2690,211,67,67,2.834542,0.802814,0.940002
2691,218,65,66,2.928579,0.778849,0.925972
2692,220,68,66,2.955446,0.814796,0.925972
2693,212,74,67,2.847976,0.88669,0.940002
2694,210,72,65,2.821108,0.862725,0.911942
2695,221,66,62,2.96888,0.790832,0.869852
2696,225,65,65,3.022616,0.778849,0.911942
2697,206,77,78,2.767373,0.922637,1.09433
2698,143,72,68,1.92104,0.862725,0.954032
2699,33,0,0,0.443317,0.0,0.0
2700,0,1,4,0.0,0.011982,0.05612
2701,34,78,68,0.456751,0.934619,0.954032
2702,114,215,185,1.531459,2.576194,2.595527
2703,90,238,199,1.209046,2.851787,2.791945
2704,75,243,202,1.007539,2.911698,2.834035
2705,75,239,201,1.007539,2.863769,2.820005
2706,82,235,198,1.101575,2.81584,2.777915
2707,88,238,197,1.182179,2.851787,2.763885
2708,82,239,195,1.101575,2.863769,2.735826
2709,81,236,197,1.088142,2.827822,2.763885
2710,89,223,194,1.195612,2.672052,2.721796
2711,107,203,189,1.437422,2.432406,2.651646
2712,44,99,95,0.591089,1.186247,1.332838
2713,60,89,85,0.806031,1.066424,1.192539
2714,88,109,101,1.182179,1.30607,1.417017
2715,0,12,1,0.0,0.143788,0.01403
2716,23,102,91,0.308978,1.222194,1.276719
2717,71,146,133,0.953803,1.749415,1.865973
2718,82,153,142,1.101575,1.833291,1.992242
2719,97,167,160,1.303083,2.001043,2.24478
2720,93,162,158,1.249348,1.941132,2.21672
2721,69,131,130,0.926935,1.569681,1.823884
2722,98,157,160,1.316517,1.881221,2.24478
2723,86,150,162,1.155311,1.797344,2.27284
2724,86,158,179,1.155311,1.893203,2.511348
2725,93,162,185,1.249348,1.941132,2.595527
2726,93,140,155,1.249348,1.677521,2.174631
2727,75,97,100,1.007539,1.162283,1.402988
2728,10,19,15,0.134338,0.227664,0.210448
2729,0,5,1,0.0,0.059911,0.01403
2730,73,89,89,0.980671,1.066424,1.248659
2731,58,80,83,0.779163,0.958584,1.16448
2732,0,30,6,0.0,0.359469,0.084179
2733,43,128,108,0.577655,1.533734,1.515227
2734,90,216,195,1.209046,2.588176,2.735826
2735,81,236,201,1.088142,2.827822,2.820005
2736,85,249,199,1.141877,2.983592,2.791945
2737,83,246,193,1.115009,2.947645,2.707766
2738,82,239,193,1.101575,2.863769,2.707766
2739,84,235,198,1.128443,2.81584,2.777915
2740,84,236,196,1.128443,2.827822,2.749856
2741,92,242,197,1.235914,2.899716,2.763885
2742,102,233,194,1.370252,2.791875,2.721796
2743,102,192,168,1.370252,2.300601,2.357019
2744,0,12,5,0.0,0.143788,0.070149
2745,22,0,0,0.295545,0.0,0.0
2746,104,40,35,1.39712,0.479292,0.491046
2747,174,101,88,2.337489,1.210212,1.234629
2748,214,68,68,2.874843,0.814796,0.954032
2749,213,71,68,2.861409,0.850743,0.954032
2750,213,73,68,2.861409,0.874708,0.954032
2751,217,75,66,2.915145,0.898672,0.925972
2752,219,73,65,2.942013,0.874708,0.911942
2753,216,71,67,2.901711,0.850743,0.940002
2754,214,71,68,2.874843,0.850743,0.954032
2755,214,73,67,2.874843,0.874708,0.940002
2756,206,80,70,2.767373,0.958584,0.982091
2757,174,81,70,2.337489,0.970566,0.982091
2758,133,80,72,1.786702,0.958584,1.010151
2759,34,5,0,0.456751,0.059911,0.0
2760,74,45,34,0.994105,0.539203,0.477016
2761,108,68,54,1.450856,0.814796,0.757613
2762,59,11,2,0.792597,0.131805,0.02806
2763,36,0,0,0.483619,0.0,0.0
2764,125,48,45,1.679231,0.57515,0.631344
2765,192,107,99,2.579299,1.282106,1.388958
2766,165,83,74,2.216585,0.994531,1.038211
2767,58,3,0,0.779163,0.035947,0.0
2768,13,0,0,0.17464,0.0,0.0
2769,0,0,1,0.0,0.0,0.01403
2770,17,0,0,0.228375,0.0,0.0
2771,70,11,12,0.940369,0.131805,0.168359
2772,122,64,62,1.638929,0.766867,0.869852
2773,95,65,65,1.276216,0.778849,0.911942
2774,35,27,30,0.470185,0.323522,0.420896
2775,24,0,3,0.322412,0.0,0.04209
2776,125,52,51,1.679231,0.623079,0.715524
2777,210,87,84,2.821108,1.04246,1.17851
2778,222,75,73,2.982314,0.898672,1.024181
2779,218,65,66,2.928579,0.778849,0.925972
2780,211,67,67,2.834542,0.802814,0.940002
2781,218,65,66,2.928579,0.778849,0.925972
2782,220,68,66,2.955446,0.814796,0.925972
2783,212,74,67,2.847976,0.88669,0.940002
2784,210,72,65,2.821108,0.862725,0.911942
2785,221,66,62,2.96888,0.790832,0.869852
2786,225,65,65,3.022616,0.778849,0.911942
2787,206,77,78,2.767373,0.922637,1.09433
2788,143,72,68,1.92104,0.862725,0.954032
2789,33,0,0,0.443317,0.0,0.0
2790,0,1,4,0.0,0.011982,0.05612
2791,35,78,67,0.470185,0.934619,0.940002
2792,115,215,184,1.544892,2.576194,2.581497
2793,92,238,198,1.235914,2.851787,2.777915
2794,75,243,202,1.007539,2.911698,2.834035
2795,75,239,201,1.007539,2.863769,2.820005
2796,85,235,197,1.141877,2.81584,2.763885
2797,92,238,195,1.235914,2.851787,2.735826
2798,93,247,201,1.249348,2.959627,2.820005
2799,82,242,199,1.101575,2.899716,2.791945
2800,76,219,189,1.020972,2.624123,2.651646
2801,116,218,204,1.558326,2.612141,2.862095
2802,121,180,174,1.625496,2.156813,2.441198
2803,0,14,10,0.0,0.167752,0.140299
2804,118,137,128,1.585194,1.641575,1.795824
2805,76,97,84,1.020972,1.162283,1.17851
2806,0,81,68,0.0,0.970566,0.954032
2807,90,168,156,1.209046,2.013026,2.188661
2808,96,169,163,1.289649,2.025008,2.28687
2809,83,149,152,1.115009,1.785362,2.132541
2810,87,149,157,1.168745,1.785362,2.20269
2811,87,147,159,1.168745,1.761398,2.23075
2812,75,138,151,1.007539,1.653557,2.118511
2813,80,156,171,1.074708,1.869238,2.399109
2814,54,146,165,0.725428,1.749415,2.314929
2815,45,144,164,0.604523,1.725451,2.3009
2816,68,158,173,0.913502,1.893203,2.427168
2817,98,162,167,1.316517,1.941132,2.342989
2818,41,76,75,0.550788,0.910655,1.052241
2819,2,19,21,0.026868,0.227664,0.294627
2820,108,123,134,1.450856,1.473822,1.880003
2821,26,43,60,0.34928,0.515239,0.841793
2822,95,151,122,1.276216,1.809327,1.711645
2823,77,167,143,1.034406,2.001043,2.006272
2824,74,206,183,0.994105,2.468353,2.567467
2825,84,244,208,1.128443,2.92368,2.918214
2826,77,245,191,1.034406,2.935663,2.679706
2827,86,249,193,1.155311,2.983592,2.707766
2828,91,246,199,1.22248,2.947645,2.791945
2829,87,237,199,1.168745,2.839804,2.791945
2830,86,234,195,1.155311,2.803857,2.735826
2831,94,240,197,1.262782,2.875751,2.763885
2832,104,231,194,1.39712,2.76791,2.721796
2833,105,190,167,1.410554,2.276636,2.342989
2834,0,11,5,0.0,0.131805,0.070149
2835,23,0,0,0.308978,0.0,0.0
2836,105,40,34,1.410554,0.479292,0.477016
2837,177,99,87,2.377791,1.186247,1.220599
2838,213,68,69,2.861409,0.814796,0.968061
2839,213,71,68,2.861409,0.850743,0.954032
2840,216,73,67,2.901711,0.874708,0.940002
2841,219,75,65,2.942013,0.898672,0.911942
2842,216,73,67,2.901711,0.874708,0.940002
2843,209,71,71,2.807674,0.850743,0.996121
2844,205,71,73,2.753939,0.850743,1.024181
2845,206,73,72,2.767373,0.874708,1.010151
2846,207,82,73,2.780806,0.982548,1.024181
2847,178,78,63,2.391225,0.934619,0.883882
2848,135,68,52,1.813569,0.814796,0.729554
2849,56,10,0,0.752295,0.119823,0.0
2850,74,27,6,0.994105,0.323522,0.084179
2851,163,104,81,2.189717,1.246159,1.13642
2852,177,109,90,2.377791,1.30607,1.262689
2853,125,57,43,1.679231,0.682991,0.603285
2854,173,73,58,2.324056,0.874708,0.813733
2855,199,96,83,2.673336,1.1503,1.16448
2856,173,80,72,2.324056,0.958584,1.010151
2857,58,3,2,0.779163,0.035947,0.02806
2858,15,0,2,0.201508,0.0,0.02806
2859,27,12,16,0.362714,0.143788,0.224478
2860,95,45,40,1.276216,0.539203,0.561195
2861,163,78,67,2.189717,0.934619,0.940002
2862,164,84,74,2.203151,1.006513,1.038211
2863,95,58,54,1.276216,0.694973,0.757613
2864,7,2,6,0.094037,0.023965,0.084179
2865,14,0,0,0.188074,0.0,0.0
2866,111,35,35,1.491157,0.41938,0.491046
2867,202,74,72,2.713637,0.88669,1.010151
2868,214,65,64,2.874843,0.778849,0.897912
2869,215,65,67,2.888277,0.778849,0.940002
2870,211,67,67,2.834542,0.802814,0.940002
2871,218,65,66,2.928579,0.778849,0.925972
2872,220,68,66,2.955446,0.814796,0.925972
2873,212,74,67,2.847976,0.88669,0.940002
2874,210,72,65,2.821108,0.862725,0.911942
2875,221,66,62,2.96888,0.790832,0.869852
2876,225,65,65,3.022616,0.778849,0.911942
2877,206,77,78,2.767373,0.922637,1.09433
2878,143,72,68,1.92104,0.862725,0.954032
2879,33,0,0,0.443317,0.0,0.0
2880,8,7,0,0.107471,0.083876,0.0
2881,31,90,65,0.416449,1.078407,0.911942
2882,100,226,188,1.343385,2.707999,2.637617
2883,88,247,198,1.182179,2.959627,2.777915
2884,86,249,196,1.155311,2.983592,2.749856
2885,85,250,194,1.141877,2.995574,2.721796
2886,82,251,197,1.101575,3.007556,2.763885
2887,83,248,199,1.115009,2.971609,2.791945
2888,79,239,196,1.061274,2.863769,2.749856
2889,78,245,206,1.04784,2.935663,2.890154
2890,52,227,190,0.69856,2.719981,2.665676
2891,88,245,213,1.182179,2.935663,2.988363
2892,91,200,177,1.22248,2.396459,2.483288
2893,0,25,15,0.0,0.299557,0.210448
2894,77,128,127,1.034406,1.533734,1.781794
2895,112,173,174,1.504591,2.072937,2.441198
2896,0,45,62,0.0,0.539203,0.869852
2897,81,156,162,1.088142,1.869238,2.27284
2898,71,160,154,0.953803,1.917167,2.160601
2899,85,174,165,1.141877,2.08492,2.314929
2900,81,156,155,1.088142,1.869238,2.174631
2901,75,137,141,1.007539,1.641575,1.978212
2902,70,131,135,0.940369,1.569681,1.894033
2903,62,134,132,0.832899,1.605628,1.851944
2904,62,143,142,0.832899,1.713468,1.992242
2905,79,158,166,1.061274,1.893203,2.328959
2906,83,151,167,1.115009,1.809327,2.342989
2907,90,145,165,1.209046,1.737433,2.314929
2908,27,79,90,0.362714,0.946601,1.262689
2909,55,112,114,0.738862,1.342017,1.599406
2910,74,134,132,0.994105,1.605628,1.851944
2911,0,58,54,0.0,0.694973,0.757613
2912,84,233,184,1.128443,2.791875,2.581497
2913,92,238,198,1.235914,2.851787,2.777915
2914,82,227,195,1.101575,2.719981,2.735826
2915,78,224,196,1.04784,2.684034,2.749856
2916,83,231,201,1.115009,2.76791,2.820005
2917,82,232,199,1.101575,2.779893,2.791945
2918,83,234,202,1.115009,2.803857,2.834035
2919,79,236,199,1.061274,2.827822,2.791945
2920,75,242,198,1.007539,2.899716,2.777915
2921,80,248,201,1.074708,2.971609,2.820005
2922,92,238,200,1.235914,2.851787,2.805975
2923,93,189,175,1.249348,2.264654,2.455228
2924,0,7,15,0.0,0.083876,0.210448
2925,12,0,0,0.161206,0.0,0.0
2926,98,36,37,1.316517,0.431363,0.519105
2927,176,95,84,2.364357,1.138318,1.17851
2928,226,60,69,3.03605,0.718938,0.968061
2929,222,62,71,2.982314,0.742902,0.996121
2930,216,64,72,2.901711,0.766867,1.010151
2931,213,70,71,2.861409,0.838761,0.996121
2932,210,76,71,2.821108,0.910655,0.996121
2933,207,77,70,2.780806,0.922637,0.982091
2934,213,72,66,2.861409,0.862725,0.925972
2935,223,70,62,2.995748,0.838761,0.869852
2936,223,71,63,2.995748,0.850743,0.883882
2937,194,78,73,2.606166,0.934619,1.024181
2938,92,32,32,1.235914,0.383433,0.448956
2939,31,7,7,0.416449,0.083876,0.098209
2940,30,1,0,0.403015,0.011982,0.0
2941,141,67,60,1.894172,0.802814,0.841793
2942,220,94,89,2.955446,1.126336,1.248659
2943,217,56,59,2.915145,0.671009,0.827763
2944,180,31,54,2.418093,0.371451,0.757613
2945,160,30,42,2.149416,0.359469,0.589255
2946,145,42,41,1.947908,0.503256,0.575225
2947,98,14,7,1.316517,0.167752,0.098209
2948,102,15,13,1.370252,0.179734,0.182388
2949,137,29,34,1.840437,0.347487,0.477016
2950,171,35,44,2.297188,0.41938,0.617315
2951,210,67,73,2.821108,0.802814,1.024181
2952,165,53,56,2.216585,0.635062,0.785673
2953,65,12,18,0.8732,0.143788,0.252538
2954,0,0,4,0.0,0.0,0.05612
2955,3,2,8,0.040302,0.023965,0.112239
2956,83,37,32,1.115009,0.443345,0.448956
2957,183,85,71,2.458394,1.018495,0.996121
2958,206,75,66,2.767373,0.898672,0.925972
2959,207,69,69,2.780806,0.826778,0.968061
2960,219,75,65,2.942013,0.898672,0.911942
2961,222,72,65,2.982314,0.862725,0.911942
2962,219,70,69,2.942013,0.838761,0.968061
2963,209,62,72,2.807674,0.742902,1.010151
2964,208,60,70,2.79424,0.718938,0.982091
2965,223,63,63,2.995748,0.754885,0.883882
2966,230,74,64,3.089785,0.88669,0.897912
2967,207,87,80,2.780806,1.04246,1.12239
2968,134,70,73,1.800136,0.838761,1.024181
2969,16,0,1,0.214942,0.0,0.01403
2970,1,5,0,0.013434,0.059911,0.0
2971,27,86,68,0.362714,1.030477,0.954032
2972,100,224,188,1.343385,2.684034,2.637617
2973,90,245,198,1.209046,2.935663,2.777915
2974,86,249,196,1.155311,2.983592,2.749856
2975,84,248,195,1.128443,2.971609,2.735826
2976,81,249,199,1.088142,2.983592,2.791945
2977,83,248,199,1.115009,2.971609,2.791945
2978,83,240,196,1.115009,2.875751,2.749856
2979,84,245,203,1.128443,2.935663,2.848065
2980,68,236,197,0.913502,2.827822,2.763885
2981,93,249,216,1.249348,2.983592,3.030453
2982,79,192,171,1.061274,2.300601,2.399109
2983,11,81,71,0.147772,0.970566,0.996121
2984,34,88,85,0.456751,1.054442,1.192539
2985,133,190,192,1.786702,2.276636,2.693736
2986,63,124,137,0.846332,1.485805,1.922093
2987,55,126,130,0.738862,1.509769,1.823884
2988,87,170,164,1.168745,2.03699,2.3009
2989,77,162,158,1.034406,1.941132,2.21672
2990,75,154,155,1.007539,1.845274,2.174631
2991,78,144,151,1.04784,1.725451,2.118511
2992,38,104,107,0.510486,1.246159,1.501197
2993,35,106,107,0.470185,1.270123,1.501197
2994,69,151,150,0.926935,1.809327,2.104481
2995,76,159,169,1.020972,1.905185,2.371049
2996,79,153,172,1.061274,1.833291,2.413139
2997,71,131,153,0.953803,1.569681,2.146571
2998,32,84,98,0.429883,1.006513,1.374928
2999,110,160,165,1.477723,1.917167,2.314929
3000,55,110,106,0.738862,1.318053,1.487167
3001,44,105,94,0.591089,1.258141,1.318808
3002,92,242,201,1.235914,2.899716,2.820005
3003,88,235,198,1.182179,2.81584,2.777915
3004,87,232,197,1.168745,2.779893,2.763885
3005,84,233,196,1.128443,2.791875,2.749856
3006,83,233,195,1.115009,2.791875,2.735826
3007,85,235,197,1.141877,2.81584,2.763885
3008,83,236,199,1.115009,2.827822,2.791945
3009,83,240,203,1.115009,2.875751,2.848065
3010,75,240,198,1.007539,2.875751,2.777915
3011,79,248,201,1.061274,2.971609,2.820005
3012,92,238,200,1.235914,2.851787,2.805975
3013,93,191,174,1.249348,2.288619,2.441198
3014,0,9,13,0.0,0.107841,0.182388
3015,13,0,0,0.17464,0.0,0.0
3016,98,34,37,1.316517,0.407398,0.519105
3017,175,94,85,2.350923,1.126336,1.192539
3018,213,65,75,2.861409,0.778849,1.052241
3019,213,67,74,2.861409,0.802814,1.038211
3020,215,70,71,2.888277,0.838761,0.996121
3021,218,74,67,2.928579,0.88669,0.940002
3022,220,78,66,2.955446,0.934619,0.925972
3023,216,77,66,2.901711,0.922637,0.925972
3024,218,74,64,2.928579,0.88669,0.897912
3025,223,70,62,2.995748,0.838761,0.869852
3026,218,68,61,2.928579,0.814796,0.855822
3027,193,75,70,2.592733,0.898672,0.982091
3028,85,22,21,1.141877,0.263611,0.294627
3029,24,5,4,0.322412,0.059911,0.05612
3030,18,0,0,0.241809,0.0,0.0
3031,90,35,34,1.209046,0.41938,0.477016
3032,183,77,77,2.458394,0.922637,1.0803
3033,210,69,72,2.821108,0.826778,1.010151
3034,198,40,59,2.659902,0.479292,0.827763
3035,200,56,68,2.686769,0.671009,0.954032
3036,151,33,33,2.028511,0.395416,0.462986
3037,123,22,18,1.652363,0.263611,0.252538
3038,135,38,40,1.813569,0.455327,0.561195
3039,136,23,32,1.827003,0.275593,0.448956
3040,145,11,21,1.947908,0.131805,0.294627
3041,181,44,49,2.431526,0.527221,0.687464
3042,148,44,46,1.988209,0.527221,0.645374
3043,50,2,5,0.671692,0.023965,0.070149
3044,9,4,10,0.120905,0.047929,0.140299
3045,3,0,0,0.040302,0.0,0.0
3046,74,25,19,0.994105,0.299557,0.266568
3047,187,87,75,2.512129,1.04246,1.052241
3048,219,87,78,2.942013,1.04246,1.09433
3049,221,78,75,2.96888,0.934619,1.052241
3050,222,74,65,2.982314,0.88669,0.911942
3051,224,70,65,3.009182,0.838761,0.911942
3052,221,68,69,2.96888,0.814796,0.968061
3053,210,62,72,2.821108,0.742902,1.010151
3054,211,60,70,2.834542,0.718938,0.982091
3055,222,60,63,2.982314,0.718938,0.883882
3056,226,67,59,3.03605,0.802814,0.827763
3057,202,77,71,2.713637,0.922637,0.996121
3058,140,68,70,1.880739,0.814796,0.982091
3059,25,0,0,0.335846,0.0,0.0
3060,0,0,4,0.0,0.0,0.05612
3061,23,83,71,0.308978,0.994531,0.996121
3062,100,221,189,1.343385,2.648087,2.651646
3063,91,244,198,1.22248,2.92368,2.777915
3064,86,247,196,1.155311,2.959627,2.749856
3065,81,246,197,1.088142,2.947645,2.763885
3066,79,247,200,1.061274,2.959627,2.805975
3067,83,246,199,1.115009,2.947645,2.791945
3068,87,242,195,1.168745,2.899716,2.735826
3069,93,248,201,1.249348,2.971609,2.820005
3070,79,240,198,1.061274,2.875751,2.777915
3071,85,239,205,1.141877,2.863769,2.876124
3072,76,198,175,1.020972,2.372495,2.455228
3073,80,161,148,1.074708,1.92915,2.076422
3074,0,55,51,0.0,0.659026,0.715524
3075,98,149,148,1.316517,1.785362,2.076422
3076,111,174,182,1.491157,2.08492,2.553437
3077,74,141,142,0.994105,1.689504,1.992242
3078,87,160,158,1.168745,1.917167,2.21672
3079,82,164,163,1.101575,1.965097,2.28687
3080,80,161,167,1.074708,1.92915,2.342989
3081,86,160,167,1.155311,1.917167,2.342989
3082,65,132,136,0.8732,1.581663,1.908063
3083,60,130,130,0.806031,1.557699,1.823884
3084,84,166,169,1.128443,1.989061,2.371049
3085,70,160,170,0.940369,1.917167,2.385079
3086,66,147,168,0.886634,1.761398,2.357019
3087,64,125,150,0.859766,1.497787,2.104481
3088,94,141,162,1.262782,1.689504,2.27284
3089,105,150,158,1.410554,1.797344,2.21672
3090,0,20,14,0.0,0.239646,0.196418
3091,86,145,127,1.155311,1.737433,1.781794
3092,95,248,214,1.276216,2.971609,3.002393
3093,83,233,197,1.115009,2.791875,2.763885
3094,91,239,200,1.22248,2.863769,2.805975
3095,91,244,198,1.22248,2.92368,2.777915
3096,86,241,190,1.155311,2.887733,2.665676
3097,87,242,195,1.168745,2.899716,2.735826
3098,82,239,198,1.101575,2.863769,2.777915
3099,83,242,205,1.115009,2.899716,2.876124
3100,73,239,199,0.980671,2.863769,2.791945
3101,79,246,202,1.061274,2.947645,2.834035
3102,93,238,199,1.249348,2.851787,2.791945
3103,97,193,172,1.303083,2.312583,2.413139
3104,0,11,12,0.0,0.131805,0.168359
3105,15,0,0,0.201508,0.0,0.0
3106,97,34,38,1.303083,0.407398,0.533135
3107,172,92,87,2.310622,1.102371,1.220599
3108,208,73,74,2.79424,0.874708,1.038211
3109,209,75,73,2.807674,0.898672,1.024181
3110,215,77,70,2.888277,0.922637,0.982091
3111,221,79,65,2.96888,0.946601,0.911942
3112,224,81,63,3.009182,0.970566,0.883882
3113,220,78,64,2.955446,0.934619,0.897912
3114,219,75,65,2.942013,0.898672,0.911942
3115,220,69,65,2.955446,0.826778,0.911942
3116,217,69,64,2.915145,0.826778,0.897912
3117,195,76,70,2.6196,0.910655,0.982091
3118,107,39,35,1.437422,0.46731,0.491046
3119,24,6,6,0.322412,0.071894,0.084179
3120,22,19,24,0.295545,0.227664,0.336717
3121,40,12,16,0.537354,0.143788,0.224478
3122,150,71,77,2.015077,0.850743,1.0803
3123,192,75,79,2.579299,0.898672,1.10836
3124,191,31,48,2.565865,0.371451,0.673434
3125,204,53,63,2.740505,0.635062,0.883882
3126,173,37,41,2.324056,0.443345,0.575225
3127,150,33,37,2.015077,0.395416,0.519105
3128,147,38,49,1.974776,0.455327,0.687464
3129,154,37,52,2.068812,0.443345,0.729554
3130,142,18,30,1.907606,0.215681,0.420896
3131,143,24,30,1.92104,0.287575,0.420896
3132,123,39,39,1.652363,0.46731,0.547165
3133,34,0,0,0.456751,0.0,0.0
3134,11,4,7,0.147772,0.047929,0.098209
3135,11,0,0,0.147772,0.0,0.0
3136,68,15,12,0.913502,0.179734,0.168359
3137,182,81,72,2.44496,0.970566,1.010151
3138,212,77,66,2.847976,0.922637,0.925972
3139,219,69,59,2.942013,0.826778,0.827763
3140,218,70,65,2.928579,0.838761,0.911942
